sample_id,instrument_id,instrument_type,date,test_type,duration_min,turnaround_hours,result,operator,product_family,manual_entry,automation_phase,downtime_flag,downtime_reason
S2024-00624,PH_01,pH_Meter,2024-02-05,Impurity,26.5,36.3,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00625,LUM_01,Luminometer,2024-02-05,Endotoxin,45.6,29.0,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00626,HPLC_01,HPLC,2024-02-06,Weigh,84.2,33.4,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00627,HPLC_01,HPLC,2024-02-06,Assay,41.7,31.8,pass,DG,Media_X,0,Before_Automation,0,
S2024-00628,HPLC_01,HPLC,2024-02-06,Impurity,26.5,23.8,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00629,HPLC_01,HPLC,2024-02-06,Weigh,51.4,33.4,pass,CF,Media_X,0,Before_Automation,0,
S2024-00630,HPLC_01,HPLC,2024-02-06,Endotoxin,39.5,27.6,pass,AD,Reagent_A,1,Before_Automation,0,
S2024-00631,HPLC_02,HPLC,2024-02-06,Assay,51.5,34.2,pass,EL,Media_X,0,Before_Automation,0,
S2024-00632,HPLC_02,HPLC,2024-02-06,Endotoxin,42.7,34.6,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00633,HPLC_02,HPLC,2024-02-06,pH Check,37.9,39.1,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00634,HPLC_02,HPLC,2024-02-06,Endotoxin,46.1,26.5,pass,EL,Media_X,1,Before_Automation,0,
S2024-00635,UV_01,UV_Spectrometer,2024-02-06,Weigh,44.6,37.0,fail,AD,Media_X,1,Before_Automation,0,
S2024-00636,UV_01,UV_Spectrometer,2024-02-06,pH Check,13.6,30.1,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00637,UV_01,UV_Spectrometer,2024-02-06,pH Check,45.7,27.0,pass,EL,Media_X,0,Before_Automation,0,
S2024-00638,UV_01,UV_Spectrometer,2024-02-06,Impurity,41.8,43.4,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00639,UV_01,UV_Spectrometer,2024-02-06,Assay,50.4,36.4,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00640,BAL_01,Analytical_Balance,2024-02-06,Assay,47.3,36.2,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00641,BAL_01,Analytical_Balance,2024-02-06,Endotoxin,59.8,30.7,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00642,BAL_01,Analytical_Balance,2024-02-06,Weigh,40.2,32.6,fail,EL,Media_X,0,Before_Automation,0,
S2024-00643,BAL_01,Analytical_Balance,2024-02-06,Endotoxin,67.3,31.0,pass,DG,Media_X,0,Before_Automation,0,
S2024-00644,BAL_01,Analytical_Balance,2024-02-06,pH Check,38.5,29.5,pass,CF,Media_X,0,Before_Automation,0,
S2024-00645,BAL_01,Analytical_Balance,2024-02-06,Endotoxin,24.4,39.4,pass,CF,Media_X,1,Before_Automation,0,
S2024-00646,BAL_01,Analytical_Balance,2024-02-06,Endotoxin,42.7,40.3,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00647,BAL_01,Analytical_Balance,2024-02-06,Impurity,36.9,30.9,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00648,BAL_01,Analytical_Balance,2024-02-06,Endotoxin,76.9,34.4,pass,EL,Reagent_A,1,Before_Automation,0,
S2024-00649,BAL_01,Analytical_Balance,2024-02-06,Impurity,53.5,34.8,pass,CF,Reagent_A,1,Before_Automation,0,
S2024-00650,BAL_01,Analytical_Balance,2024-02-06,Endotoxin,55.1,36.3,pass,DG,Media_X,0,Before_Automation,0,
S2024-00651,PH_01,pH_Meter,2024-02-06,Assay,29.3,27.4,pass,CF,Media_X,1,Before_Automation,0,
S2024-00652,PH_01,pH_Meter,2024-02-06,Endotoxin,16.8,29.9,pass,AD,Media_X,1,Before_Automation,0,
S2024-00653,PH_01,pH_Meter,2024-02-06,Endotoxin,43.6,21.2,pass,BR,Media_X,0,Before_Automation,0,
S2024-00654,PH_01,pH_Meter,2024-02-06,pH Check,64.0,25.5,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00655,LUM_01,Luminometer,2024-02-06,pH Check,23.9,28.5,pass,AD,Media_X,1,Before_Automation,0,
S2024-00656,HPLC_01,HPLC,2024-02-07,Impurity,74.1,25.4,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00657,HPLC_01,HPLC,2024-02-07,Assay,61.7,33.1,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00658,HPLC_01,HPLC,2024-02-07,Assay,58.8,27.7,pass,EL,Media_X,0,Before_Automation,0,
S2024-00659,HPLC_02,HPLC,2024-02-07,Impurity,57.9,30.3,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00660,HPLC_02,HPLC,2024-02-07,pH Check,30.0,26.8,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00661,HPLC_02,HPLC,2024-02-07,pH Check,47.1,26.0,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00662,HPLC_02,HPLC,2024-02-07,Weigh,72.4,33.5,pass,EL,Media_X,1,Before_Automation,0,
S2024-00663,HPLC_02,HPLC,2024-02-07,Weigh,43.8,29.2,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00664,HPLC_02,HPLC,2024-02-07,Endotoxin,34.7,22.1,pass,BR,Media_X,0,Before_Automation,0,
S2024-00665,UV_01,UV_Spectrometer,2024-02-07,Impurity,40.2,20.0,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00666,UV_01,UV_Spectrometer,2024-02-07,pH Check,28.9,27.6,pass,EL,Media_Y,1,Before_Automation,0,
S2024-00667,UV_01,UV_Spectrometer,2024-02-07,Weigh,37.8,43.4,pass,BR,Media_X,1,Before_Automation,0,
S2024-00668,UV_01,UV_Spectrometer,2024-02-07,Impurity,51.8,35.4,pass,AD,Media_X,0,Before_Automation,0,
S2024-00669,BAL_01,Analytical_Balance,2024-02-07,Endotoxin,37.5,40.0,pass,CF,Media_X,0,Before_Automation,0,
S2024-00670,BAL_01,Analytical_Balance,2024-02-07,Endotoxin,44.1,32.0,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00671,BAL_01,Analytical_Balance,2024-02-07,pH Check,30.0,23.1,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00672,BAL_01,Analytical_Balance,2024-02-07,Weigh,39.2,37.2,pass,AD,Media_X,0,Before_Automation,0,
S2024-00673,BAL_01,Analytical_Balance,2024-02-07,Impurity,42.4,28.7,fail,AD,Media_Y,1,Before_Automation,0,
S2024-00674,BAL_01,Analytical_Balance,2024-02-07,Assay,61.2,28.2,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00675,BAL_01,Analytical_Balance,2024-02-07,Impurity,16.8,28.7,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00676,PH_01,pH_Meter,2024-02-07,Assay,64.8,29.9,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00677,PH_01,pH_Meter,2024-02-07,Endotoxin,40.6,26.6,pass,CF,Media_X,1,Before_Automation,0,
S2024-00678,PH_01,pH_Meter,2024-02-07,Weigh,36.0,27.4,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00679,PH_01,pH_Meter,2024-02-07,Weigh,46.3,25.0,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00680,PH_01,pH_Meter,2024-02-07,Endotoxin,38.6,30.0,fail,DG,Reagent_B,0,Before_Automation,0,
S2024-00681,PH_01,pH_Meter,2024-02-07,Weigh,66.3,34.0,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00682,PH_01,pH_Meter,2024-02-07,Weigh,59.4,27.2,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00683,LUM_01,Luminometer,2024-02-07,Weigh,54.3,33.9,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00684,HPLC_01,HPLC,2024-02-08,Impurity,56.3,27.4,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00685,HPLC_01,HPLC,2024-02-08,Endotoxin,49.5,18.6,pass,DG,Media_X,0,Before_Automation,0,
S2024-00686,HPLC_01,HPLC,2024-02-08,Assay,21.0,23.5,pass,DG,Media_X,0,Before_Automation,0,
S2024-00687,HPLC_02,HPLC,2024-02-08,Weigh,43.2,32.1,pass,EL,Reagent_A,1,Before_Automation,0,
S2024-00688,HPLC_02,HPLC,2024-02-08,pH Check,31.9,37.2,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00689,UV_01,UV_Spectrometer,2024-02-08,Endotoxin,58.8,34.9,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00690,UV_01,UV_Spectrometer,2024-02-08,Assay,35.1,33.4,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00691,UV_01,UV_Spectrometer,2024-02-08,pH Check,38.8,29.3,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00692,UV_01,UV_Spectrometer,2024-02-08,Endotoxin,55.9,29.5,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00693,UV_01,UV_Spectrometer,2024-02-08,Endotoxin,59.4,32.7,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-00694,UV_01,UV_Spectrometer,2024-02-08,Impurity,62.5,31.4,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00695,BAL_01,Analytical_Balance,2024-02-08,Weigh,52.3,32.6,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00696,BAL_01,Analytical_Balance,2024-02-08,Assay,63.0,33.8,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00697,BAL_01,Analytical_Balance,2024-02-08,Impurity,6.0,30.3,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00698,BAL_01,Analytical_Balance,2024-02-08,Impurity,52.6,25.1,pass,AD,Media_X,1,Before_Automation,0,
S2024-00699,BAL_01,Analytical_Balance,2024-02-08,Impurity,64.8,29.3,pass,AD,Media_X,0,Before_Automation,0,
S2024-00700,BAL_01,Analytical_Balance,2024-02-08,Assay,56.5,37.1,pass,BR,Media_X,0,Before_Automation,0,
S2024-00701,PH_01,pH_Meter,2024-02-08,Assay,61.0,35.9,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00702,PH_01,pH_Meter,2024-02-08,Assay,35.6,28.2,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00703,PH_01,pH_Meter,2024-02-08,Endotoxin,69.7,38.2,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00704,PH_01,pH_Meter,2024-02-08,Weigh,58.0,31.7,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00705,PH_01,pH_Meter,2024-02-08,Impurity,37.0,30.8,pass,AD,Media_X,0,Before_Automation,0,
S2024-00706,PH_01,pH_Meter,2024-02-08,Assay,37.2,19.4,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00707,PH_01,pH_Meter,2024-02-08,pH Check,72.9,17.7,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00708,LUM_01,Luminometer,2024-02-08,Assay,27.1,28.9,fail,DG,Media_Y,1,Before_Automation,0,
S2024-00709,HPLC_01,HPLC,2024-02-09,Weigh,49.9,26.7,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00710,HPLC_01,HPLC,2024-02-09,pH Check,32.1,23.6,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00711,HPLC_02,HPLC,2024-02-09,Endotoxin,60.0,36.5,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00712,HPLC_02,HPLC,2024-02-09,Weigh,38.4,32.8,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00713,HPLC_02,HPLC,2024-02-09,pH Check,68.9,20.5,pass,DG,Media_X,1,Before_Automation,0,
S2024-00714,UV_01,UV_Spectrometer,2024-02-09,pH Check,51.3,26.1,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00715,UV_01,UV_Spectrometer,2024-02-09,pH Check,53.9,27.5,pass,EL,Media_X,0,Before_Automation,0,
S2024-00716,UV_01,UV_Spectrometer,2024-02-09,pH Check,60.2,32.2,pass,DG,Reagent_B,0,Before_Automation,0,
S2024-00717,UV_01,UV_Spectrometer,2024-02-09,Impurity,49.9,29.2,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00718,UV_01,UV_Spectrometer,2024-02-09,Assay,56.3,33.1,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00719,UV_01,UV_Spectrometer,2024-02-09,Impurity,36.2,26.3,pass,DG,Media_X,0,Before_Automation,0,
S2024-00720,BAL_01,Analytical_Balance,2024-02-09,Endotoxin,43.3,26.8,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00721,BAL_01,Analytical_Balance,2024-02-09,pH Check,39.2,37.5,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00722,BAL_01,Analytical_Balance,2024-02-09,pH Check,38.6,30.7,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00723,PH_01,pH_Meter,2024-02-09,pH Check,55.2,20.2,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00724,PH_01,pH_Meter,2024-02-09,pH Check,62.5,25.9,pass,EL,Reagent_A,1,Before_Automation,0,
S2024-00725,PH_01,pH_Meter,2024-02-09,Endotoxin,49.3,27.7,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00726,PH_01,pH_Meter,2024-02-09,Assay,46.0,22.0,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00727,PH_01,pH_Meter,2024-02-09,Impurity,13.6,31.2,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00728,PH_01,pH_Meter,2024-02-09,Assay,14.1,35.4,pass,DG,Reagent_A,1,Before_Automation,0,
S2024-00729,PH_01,pH_Meter,2024-02-09,Endotoxin,58.4,25.5,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00730,LUM_01,Luminometer,2024-02-09,pH Check,33.1,36.2,pass,BR,Media_X,1,Before_Automation,0,
S2024-00731,LUM_01,Luminometer,2024-02-09,Endotoxin,49.8,35.5,pass,AD,Media_X,0,Before_Automation,0,
S2024-00732,HPLC_02,HPLC,2024-02-10,pH Check,31.2,39.5,pass,BR,Media_X,1,Before_Automation,0,
S2024-00733,HPLC_02,HPLC,2024-02-10,Assay,57.1,31.4,pass,DG,Media_X,0,Before_Automation,0,
S2024-00734,UV_01,UV_Spectrometer,2024-02-10,pH Check,24.6,34.0,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00735,UV_01,UV_Spectrometer,2024-02-10,Weigh,68.1,31.3,pass,AD,Media_X,0,Before_Automation,0,
S2024-00736,BAL_01,Analytical_Balance,2024-02-10,Endotoxin,57.2,33.6,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00737,PH_01,pH_Meter,2024-02-10,pH Check,49.1,32.4,pass,AD,Reagent_A,1,Before_Automation,0,
S2024-00738,PH_01,pH_Meter,2024-02-10,Weigh,54.3,28.6,pass,DG,Media_X,1,Before_Automation,0,
S2024-00739,LUM_01,Luminometer,2024-02-10,Impurity,51.8,38.8,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00740,HPLC_01,HPLC,2024-02-11,Weigh,27.3,31.1,pass,EL,Reagent_A,1,Before_Automation,0,
S2024-00741,UV_01,UV_Spectrometer,2024-02-11,Endotoxin,38.9,26.3,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00742,BAL_01,Analytical_Balance,2024-02-11,Endotoxin,45.9,24.5,pass,DG,Media_Y,1,Before_Automation,0,
S2024-00743,BAL_01,Analytical_Balance,2024-02-11,pH Check,38.9,43.8,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00744,BAL_01,Analytical_Balance,2024-02-11,Weigh,53.9,35.3,pass,AD,Media_X,0,Before_Automation,0,
S2024-00745,PH_01,pH_Meter,2024-02-11,Impurity,54.6,39.4,pass,EL,Media_X,1,Before_Automation,0,
S2024-00746,PH_01,pH_Meter,2024-02-11,Weigh,62.5,30.9,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00747,HPLC_01,HPLC,2024-02-12,Impurity,43.3,35.1,pass,BR,Media_X,0,Before_Automation,0,
S2024-00748,HPLC_01,HPLC,2024-02-12,Assay,49.7,31.8,pass,AD,Media_X,0,Before_Automation,0,
S2024-00749,HPLC_02,HPLC,2024-02-12,Endotoxin,44.6,23.6,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00750,HPLC_02,HPLC,2024-02-12,Weigh,74.5,24.4,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00751,HPLC_02,HPLC,2024-02-12,Assay,60.6,31.0,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-00752,BAL_01,Analytical_Balance,2024-02-12,Impurity,35.6,20.9,pass,DG,Reagent_B,0,Before_Automation,0,
S2024-00753,BAL_01,Analytical_Balance,2024-02-12,Weigh,70.2,25.9,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00754,BAL_01,Analytical_Balance,2024-02-12,Endotoxin,64.0,41.0,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00755,BAL_01,Analytical_Balance,2024-02-12,pH Check,58.9,28.2,pass,EL,Media_X,1,Before_Automation,0,
S2024-00756,BAL_01,Analytical_Balance,2024-02-12,Assay,79.3,43.9,pass,BR,Media_X,1,Before_Automation,0,
S2024-00757,BAL_01,Analytical_Balance,2024-02-12,Assay,30.2,37.9,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00758,BAL_01,Analytical_Balance,2024-02-12,pH Check,46.9,30.9,pass,BR,Reagent_A,1,Before_Automation,0,
S2024-00759,BAL_01,Analytical_Balance,2024-02-12,Weigh,37.9,37.2,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00760,BAL_01,Analytical_Balance,2024-02-12,Endotoxin,56.5,36.1,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00761,BAL_01,Analytical_Balance,2024-02-12,Endotoxin,29.8,24.8,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00762,PH_01,pH_Meter,2024-02-12,Endotoxin,24.1,30.2,fail,AD,Media_X,1,Before_Automation,0,
S2024-00763,PH_01,pH_Meter,2024-02-12,Assay,67.9,23.4,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00764,PH_01,pH_Meter,2024-02-12,Weigh,37.6,27.6,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00765,PH_01,pH_Meter,2024-02-12,Weigh,43.4,29.6,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00766,PH_01,pH_Meter,2024-02-12,Assay,65.6,31.4,pass,CF,Media_Y,1,Before_Automation,0,
S2024-00767,PH_01,pH_Meter,2024-02-12,pH Check,44.0,29.7,pass,BR,Media_X,0,Before_Automation,0,
S2024-00768,PH_01,pH_Meter,2024-02-12,pH Check,38.6,30.1,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00769,LUM_01,Luminometer,2024-02-12,Endotoxin,28.4,30.6,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00770,HPLC_01,HPLC,2024-02-13,Assay,52.7,26.8,pass,DG,Reagent_A,1,Before_Automation,0,
S2024-00771,HPLC_01,HPLC,2024-02-13,Impurity,33.1,34.4,pass,DG,Reagent_A,1,Before_Automation,0,
S2024-00772,HPLC_01,HPLC,2024-02-13,Assay,35.4,25.5,pass,CF,Media_X,1,Before_Automation,0,
S2024-00773,HPLC_01,HPLC,2024-02-13,Weigh,38.4,40.0,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00774,HPLC_01,HPLC,2024-02-13,Endotoxin,36.9,26.2,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00775,HPLC_01,HPLC,2024-02-13,Impurity,37.7,32.4,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00776,HPLC_02,HPLC,2024-02-13,Assay,33.4,32.4,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00777,HPLC_02,HPLC,2024-02-13,Impurity,48.8,32.7,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00778,HPLC_02,HPLC,2024-02-13,Endotoxin,55.9,24.7,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00779,HPLC_02,HPLC,2024-02-13,Impurity,49.1,26.6,pass,EL,Reagent_A,1,Before_Automation,0,
S2024-00780,UV_01,UV_Spectrometer,2024-02-13,Endotoxin,36.4,34.2,fail,CF,Reagent_A,0,Before_Automation,0,
S2024-00781,UV_01,UV_Spectrometer,2024-02-13,Assay,39.1,20.3,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00782,UV_01,UV_Spectrometer,2024-02-13,Assay,58.0,31.8,pass,EL,Media_X,0,Before_Automation,0,
S2024-00783,BAL_01,Analytical_Balance,2024-02-13,Assay,31.3,38.7,pass,BR,Media_X,0,Before_Automation,0,
S2024-00784,BAL_01,Analytical_Balance,2024-02-13,Impurity,57.4,30.3,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00785,BAL_01,Analytical_Balance,2024-02-13,Weigh,52.4,30.9,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00786,BAL_01,Analytical_Balance,2024-02-13,Endotoxin,68.3,29.9,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00787,BAL_01,Analytical_Balance,2024-02-13,Weigh,40.3,19.5,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00788,BAL_01,Analytical_Balance,2024-02-13,Assay,26.9,19.2,pass,AD,Media_X,0,Before_Automation,0,
S2024-00789,PH_01,pH_Meter,2024-02-13,Endotoxin,35.7,38.0,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-00790,PH_01,pH_Meter,2024-02-13,Weigh,33.7,24.8,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00791,PH_01,pH_Meter,2024-02-13,Impurity,43.9,36.7,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00792,PH_01,pH_Meter,2024-02-13,Assay,50.3,38.3,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00793,PH_01,pH_Meter,2024-02-13,Weigh,29.7,32.3,pass,EL,Media_X,0,Before_Automation,0,
S2024-00794,PH_01,pH_Meter,2024-02-13,pH Check,48.2,32.6,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00795,PH_01,pH_Meter,2024-02-13,Endotoxin,37.9,26.5,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00796,LUM_01,Luminometer,2024-02-13,Assay,27.1,36.0,pass,BR,Media_X,0,Before_Automation,0,
S2024-00797,LUM_01,Luminometer,2024-02-13,pH Check,62.7,31.0,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00798,LUM_01,Luminometer,2024-02-13,Endotoxin,48.6,34.2,fail,AD,Media_X,0,Before_Automation,0,
S2024-00799,LUM_01,Luminometer,2024-02-13,Weigh,47.7,37.3,fail,BR,Media_Y,0,Before_Automation,0,
S2024-00800,HPLC_01,HPLC,2024-02-14,Endotoxin,73.5,21.8,pass,AD,Reagent_A,1,Before_Automation,0,
S2024-00801,HPLC_01,HPLC,2024-02-14,Weigh,49.5,22.7,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00802,HPLC_01,HPLC,2024-02-14,Endotoxin,32.9,22.3,pass,DG,Media_Y,1,Before_Automation,0,
S2024-00803,HPLC_01,HPLC,2024-02-14,Assay,39.4,35.2,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00804,HPLC_01,HPLC,2024-02-14,Weigh,58.4,28.9,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00805,HPLC_01,HPLC,2024-02-14,Assay,59.6,25.7,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00806,HPLC_01,HPLC,2024-02-14,Endotoxin,61.1,33.2,pass,CF,Reagent_A,1,Before_Automation,0,
S2024-00807,HPLC_02,HPLC,2024-02-14,Impurity,32.7,26.0,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00808,HPLC_02,HPLC,2024-02-14,Impurity,43.7,37.0,fail,EL,Media_Y,0,Before_Automation,0,
S2024-00809,HPLC_02,HPLC,2024-02-14,Impurity,30.4,37.5,fail,EL,Media_Y,0,Before_Automation,0,
S2024-00810,HPLC_02,HPLC,2024-02-14,Impurity,33.6,32.1,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00811,UV_01,UV_Spectrometer,2024-02-14,pH Check,61.8,24.2,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00812,BAL_01,Analytical_Balance,2024-02-14,Endotoxin,19.6,31.0,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00813,BAL_01,Analytical_Balance,2024-02-14,Assay,41.8,25.2,pass,BR,Reagent_A,1,Before_Automation,0,
S2024-00814,PH_01,pH_Meter,2024-02-14,Impurity,77.7,31.1,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00815,PH_01,pH_Meter,2024-02-14,Assay,52.4,30.7,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00816,PH_01,pH_Meter,2024-02-14,Weigh,35.1,26.4,pass,BR,Reagent_A,1,Before_Automation,0,
S2024-00817,PH_01,pH_Meter,2024-02-14,Weigh,59.5,32.4,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00818,LUM_01,Luminometer,2024-02-14,Impurity,60.1,35.5,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00819,LUM_01,Luminometer,2024-02-14,Assay,51.8,21.6,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00820,LUM_01,Luminometer,2024-02-14,Assay,32.9,21.9,pass,CF,Media_X,0,Before_Automation,0,
S2024-00821,LUM_01,Luminometer,2024-02-14,Weigh,62.4,33.3,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00822,LUM_01,Luminometer,2024-02-14,Impurity,54.6,24.8,fail,DG,Reagent_A,0,Before_Automation,0,
S2024-00823,LUM_01,Luminometer,2024-02-14,Endotoxin,36.2,25.4,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00824,HPLC_01,HPLC,2024-02-15,Endotoxin,60.9,31.9,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00825,HPLC_01,HPLC,2024-02-15,Weigh,22.4,24.5,pass,CF,Media_X,0,Before_Automation,0,
S2024-00826,UV_01,UV_Spectrometer,2024-02-15,Endotoxin,53.5,31.5,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00827,UV_01,UV_Spectrometer,2024-02-15,Endotoxin,41.6,32.9,fail,EL,Reagent_B,0,Before_Automation,0,
S2024-00828,BAL_01,Analytical_Balance,2024-02-15,Weigh,23.8,36.4,pass,CF,Media_X,0,Before_Automation,0,
S2024-00829,BAL_01,Analytical_Balance,2024-02-15,Impurity,45.6,35.7,pass,DG,Media_X,1,Before_Automation,0,
S2024-00830,BAL_01,Analytical_Balance,2024-02-15,Assay,35.1,29.1,pass,BR,Media_X,0,Before_Automation,0,
S2024-00831,BAL_01,Analytical_Balance,2024-02-15,pH Check,43.0,26.8,pass,CF,Media_X,0,Before_Automation,0,
S2024-00832,BAL_01,Analytical_Balance,2024-02-15,Endotoxin,62.0,26.7,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00833,BAL_01,Analytical_Balance,2024-02-15,Assay,30.9,34.4,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00834,BAL_01,Analytical_Balance,2024-02-15,Assay,37.5,28.9,pass,DG,Media_X,1,Before_Automation,0,
S2024-00835,PH_01,pH_Meter,2024-02-15,Assay,37.2,28.3,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00836,PH_01,pH_Meter,2024-02-15,Endotoxin,64.9,25.3,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00837,PH_01,pH_Meter,2024-02-15,pH Check,56.5,31.0,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00838,LUM_01,Luminometer,2024-02-15,pH Check,78.5,39.0,pass,BR,Media_Y,0,Before_Automation,0,
